Client_ID,CLV
C-00107,251.66971505548315
C-00108,30783.272243424344
C-00109,1995.5988748167706
C-00110,0.0
C-00111,0.0
C-00112,5995.954660253337
C-00113,755.2145586400655
C-00114,11511.895379562788
C-00115,3390.0021051845297
C-00116,145.2783348595225
C-00117,923.9579232907118
C-00118,36.78669298543864
C-00119,1979.575964751211
C-00120,0.0
C-00121,0.0
C-00122,779.1276867463932
C-00123,29.983347655672866
C-00124,0.0
C-00125,2074.2833908528637
C-00126,8203.039009255652
C-00127,2504.1685479045605
C-00128,3418.056136110884
C-00129,1224.869997919385
C-00130,3584.578872021202
C-00131,4042.992774886238
C-00132,311.3798744270291
C-00133,0.0
C-00134,11348.816866012452
C-00135,0.0
C-00136,1181.4921957617726
C-00137,1513.1620513898192
C-00138,71.91032962357083
C-00139,2369.722655621551
C-00140,5706.472982499863
C-00141,0.0
C-00142,0.0
C-00143,2085.5852001215126
C-00144,0.0
C-00145,1197.0845932581306
C-00146,0.0
C-00147,19351.921306391527
C-00148,0.0
C-00149,1416.2458024244086
C-00150,191.17574372034107
C-00151,37.48076858731709
C-00152,37476.473762179856
C-00153,19118.55811913018
C-00154,13996.284228291583
C-00155,14.959512583599793
C-00156,947.0553212394046
C-00157,7934.477509920955
C-00158,227.64919865147016
C-00159,7059.412955829336
C-00160,0.0
C-00161,23345.63788490283
C-00162,0.0
C-00163,29.21013207499912
C-00164,1376.0363048271224
C-00165,917.648594583418
C-00166,0.0
C-00167,2916.5058748805372
C-00168,181.7554154945953
C-00169,112.52637355925803
C-00170,0.0
C-00171,108.0466934193906
C-00172,308.9806769179406
C-00173,194.5608159989773
C-00174,2182.4489722882245
C-00175,16693.86268948802
C-00176,2028.9615806789966
C-00177,463.6478390299806
C-00178,229.92161568586653
C-00179,1262.1011129383069
C-00180,281.6095844127584
C-00181,1984.2332878996785
C-00182,3505.6112674103933
C-00183,10651.68083923137
C-00184,5973.979797047399
C-00185,5093.340101787136
C-00186,0.0
C-00187,5701.710829094369
C-00188,5895.536746807159
C-00189,989.2207673812436
C-00190,11757.260111171841
C-00191,1222.134991282764
C-00192,664.5549781670603
C-00193,2786.8049987685813
C-00194,83.90969531337758
C-00195,4832.043824981306
C-00196,390.25532659154317
C-00197,4037.6254210392085
C-00198,2523.899714710785
C-00199,7058.281390175653
C-00200,401.1963183736165
C-00201,190.10969992027785
C-00202,657.3743522848198
C-00203,169.0759269714575
C-00204,0.0
C-00205,518.3202310847618
C-00206,0.0
C-00207,7912.7104892523475
C-00208,210.6216872284997
C-00209,0.0
C-00210,0.0
C-00211,132.1215109008653
C-00212,0.0
C-00213,3487.903472260379
C-00214,4296.844093865311
C-00215,1635.9812059465908
C-00216,0.0
C-00217,804.9704586934866
C-00218,4294.252308529325
C-00219,13877.733611625346
C-00220,280.2757313127172
C-00221,39700.889508617525
C-00222,0.0
C-00223,0.0
C-00224,455.52599212893654
C-00225,1744.8097956200663
C-00226,2517.0318667536026
C-00227,0.0
C-00228,2420.293963763753
C-00229,414.25302423920215
C-00230,23486.416957761616
C-00231,274.78435073374334
C-00232,0.0
C-00233,6118.884276340019
C-00234,0.0
C-00235,654.0097835476332
C-00236,3572.287257927001
C-00237,1929.9427663411132
C-00238,0.0
C-00239,2005.565850775668
C-00240,0.0
C-00241,443.6970572706457
C-00242,0.0
C-00243,0.0
C-00244,4400.476225143163
C-00245,577.3662294783046
C-00246,4212.93856666703
C-00247,29650.23679871117
C-00248,4388.5856950362095
C-00249,7330.191712487284
C-00250,10392.943386811708
C-00251,0.0
C-00252,1873.6910084885694
C-00253,3535.138631317591
C-00254,18283.10058859811
C-00255,0.0
C-00256,0.0
C-00257,192.29030429311226
C-00258,68.2039664353568
C-00259,70.30777723635235
C-00260,6243.231303619629
C-00261,5269.240393479275
C-00262,1944.6905662432641
C-00263,3657.115824083176
C-00264,0.0
C-00265,0.0
C-00266,0.0
C-00267,305.8261849669995
C-00268,14131.71985649891
C-00269,976.8404905362902
C-00270,268.40980572274066
C-00271,198.89284276293304
C-00272,0.0
C-00273,2272.3484217837768
C-00274,0.0
C-00275,638.4260688310142
C-00276,0.0
C-00277,3972.5332473139983
C-00278,4840.136758366735
C-00279,9094.131769291427
C-00280,630.7030979101622
C-00281,0.0
C-00282,0.0
C-00283,0.0
C-00284,508.9560662926774
C-00285,2327.4469478885967
C-00286,4677.471707962948
C-00287,13573.554736706861
C-00288,0.0
C-00289,14.12380397949728
C-00290,0.0
C-00291,2884.452779469765
C-00292,7454.221120402693
C-00293,0.0
C-00294,2717.0204796146413
C-00295,115.3075721166716
C-00296,3953.109709342806
C-00297,1379.33688041731
C-00298,0.0
C-00299,415.9658003047289
C-00300,223.43856777398827
C-00301,416.95486229281255
C-00302,8539.92014554044
C-00303,2090.1278579175405
C-00304,1107.4056747674
C-00305,0.0
C-00306,8855.130307097057
C-00307,0.0
C-00308,1457.368041630149
C-00309,9175.643106692885
C-00310,0.0
C-00311,1914.303593824669
C-00312,979.5271164004944
C-00313,0.0
C-00314,156.9992775835178
C-00315,0.0
C-00316,4012.845102805738
C-00317,899.902667311287
C-00318,0.0
C-00319,56.92281789086746
C-00320,574.5847496306257
C-00321,3404.518101409428
C-00322,0.0
C-00323,4314.657821458181
C-00324,1303.4595377762785
C-00325,0.0
C-00326,20.98275634330579
C-00327,4384.459629836739
C-00328,2105.5367037729466
C-00329,0.0
C-00330,833.3704527625059
C-00331,52.49922120478919
C-00332,519.7558212925468
C-00333,2109.5955302788007
C-00334,51.79896154860644
C-00335,0.0
C-00336,507.721244333244
C-00337,6287.450361348526
C-00338,25414.641621116334
C-00339,215.95739154571848
C-00340,136.49073167445064
C-00341,437.1138206282223
C-00342,0.0
C-00343,953.4801930322658
C-00344,0.0
C-00345,220.67340655591659
C-00346,0.0
C-00347,13640.15311479776
C-00348,170.89760289696568
C-00349,2029.277980280119
C-00350,20044.84585349159
C-00351,0.0
C-00352,2130.297436443677
C-00353,2026.6224820461764
C-00354,0.0
C-00355,80.41330464042588
C-00356,2657.790614097562
C-00357,378.3306754099364
C-00358,2558.6044362213975
C-00359,17088.777547345086
C-00360,0.0
C-00361,409.1189035060492
C-00362,678.7010219603229
C-00363,851.2002881574525
C-00364,896.9878510128112
C-00365,414.37283032098713
C-00366,0.0
C-00367,1095.4892280390964
C-00368,0.0
C-00369,0.0
C-00370,44.18014859970359
C-00371,0.0
C-00372,0.0
C-00373,1465.2864500970377
C-00374,22277.053651262544
C-00375,7530.858349423738
C-00376,550.5722470610899
C-00377,21436.697195407072
C-00378,143.97447880778992
C-00379,2865.036461071554
C-00380,1755.2926053591914
C-00381,91.21376118358155
C-00382,434.1824405426602
C-00383,586.3740287253173
C-00384,13389.125345900671
C-00385,18107.58768320982
C-00386,0.0
C-00387,231.68544712889167
C-00388,0.0
C-00389,1633.0942364823316
C-00390,13272.488663625638
C-00391,6723.441266788929
C-00392,57.18344609306868
C-00393,20.58516936068184
C-00394,63.043691807658696
C-00395,95.19822378061362
C-00396,825.4723291291863
C-00397,1292.3057292156661
C-00398,12453.516370408113
C-00399,1895.9623070799616
C-00400,0.0
C-00401,604.2925956030335
C-00402,0.0
C-00403,2405.1846180434945
C-00404,9085.10277491584
C-00405,0.0
C-00406,1824.6367433904354
C-00407,0.0
C-00408,4783.307585872177
C-00409,650.028489188174
C-00410,0.0
C-00411,495.4770213944049
C-00412,30.65440270452141
C-00413,0.0
C-00414,0.0
C-00415,0.0
C-00416,278.5327571899467
C-00417,100.70097848991728
C-00418,0.0
C-00419,2871.4793929909724
C-00420,614.5179342463844
C-00421,44.40740544803542
C-00422,1620.9676636540564
C-00423,29.37399927294657
C-00424,17736.764110781263
C-00425,0.0
C-00426,0.0
C-00427,2891.46239086892
C-00428,2802.428724706716
C-00429,207.0637948194824
C-00430,882.9163738305714
C-00431,0.0
C-00432,1113.8857224488906
C-00433,3398.891117229623
C-00434,1698.300797983171
C-00435,0.0
C-00436,583.0028260568504
C-00437,3244.1894388866913
C-00438,59.63944233749421
C-00439,0.0
C-00440,32961.02200287825
C-00441,673.042507771563
C-00442,0.0
C-00443,2168.0231535845332
C-00444,0.0
C-00445,84.52728559000245
C-00446,0.0
C-00447,2716.166831174718
C-00448,1303.0215588308633
C-00449,0.0
C-00450,389.93852359276855
C-00451,858.543740567522
C-00452,2084.7313420292962
C-00453,163.41495270087003
C-00454,5360.1976007737285
C-00455,0.0
C-00456,1883.6084541083364
C-00457,13516.512738016696
C-00458,0.0
C-00459,50.1225749708701
C-00460,0.0
C-00461,831.2535749441739
C-00462,334.2544149422677
C-00463,20970.902186550284
C-00464,0.0
C-00465,548.7232963817609
C-00466,9772.44502341869
C-00467,809.9616284085026
C-00468,1321.799823238603
C-00469,131.71072842660348
C-00470,8059.975881974509
C-00471,3349.573042454828
C-00472,8629.20393011389
C-00473,1504.5617323980878
C-00474,376.63642724539477
C-00475,0.0
C-00476,0.0
C-00477,792.0844936669421
C-00478,3136.7694117995784
C-00479,2083.6354751554313
C-00480,355.8124044045716
C-00481,2190.097373258018
C-00482,1465.00583469288
C-00483,3016.5601490691793
C-00484,47.28077249895279
C-00485,0.0
C-00486,264.29689954857804
C-00487,899.246590150573
C-00488,2326.08565113718
C-00489,158.8668589633993
C-00490,0.0
C-00491,243.85575281576587
C-00492,824.0140498197712
C-00493,2946.2212203690256
C-00494,0.0
C-00495,338.72071689800856
C-00496,0.0
C-00497,3842.857519730995
C-00498,0.0
C-00499,0.0
C-00500,1345.066121140689
C-00501,330.9674593482446
C-00502,0.0
C-00503,302.7471200577762
C-00504,8834.967576631718
C-00505,0.0
C-00506,2753.036866052842
C-00507,27303.405356591044
C-00508,5667.711899541071
C-00509,828.2347451322674
C-00510,5029.008584387181
C-00511,3073.7481626014423
C-00512,14672.720726666166
C-00513,12289.754950818926
C-00514,405.5437423828092
C-00515,3085.0632352082494
C-00516,1850.5570585573016
C-00517,32.748012959256286
C-00518,1431.503759772798
C-00519,624.6058372929882
C-00520,3787.5414812805407
C-00521,40014.17843024715
C-00522,1574.6394613400864
C-00523,283.1824190422652
C-00524,10514.957319530857
C-00525,292.8115443196399
C-00526,1000.3441233262955
C-00527,825.2134827382072
C-00528,1314.3950891986274
C-00529,0.0
C-00530,278.59004100299603
C-00531,2940.02459076484
C-00532,9506.442694231342
C-00533,174.40283157733532
C-00534,0.0
C-00535,75.94385323866625
C-00536,1210.6807394048053
C-00537,0.0
C-00538,4568.339833687623
C-00539,744.2316635803558
C-00540,507.3095089195317
C-00541,661.3373949006935
C-00542,316.6063833638834
C-00543,314.1110205955124
C-00544,0.0
C-00545,2220.9750789153627
C-00546,0.0
C-00547,517.6297130213519
C-00548,0.0
C-00549,191.17875040078937
C-00550,0.0
C-00551,711.6500684965048
C-00552,1099.6234063591944
C-00553,31258.39778007662
C-00554,7733.863310957102
C-00555,945.2114639517317
C-00556,193.2209504477913
C-00557,0.0
C-00558,0.0
C-00559,0.0
C-00560,20800.403467054075
C-00561,2995.129291951233
C-00562,0.0
C-00563,763.7049115186551
C-00564,899.240438198061
C-00565,417.55826030547456
C-00566,428.2069416134608
C-00567,2333.4782531313253
C-00568,901.3540633896577
C-00569,0.0
C-00570,50.35808639480183
C-00571,2522.5679067280676
C-00572,163.70778254803565
C-00573,5083.753929214123
C-00574,13721.275857180131
C-00575,872.8921657860865
C-00576,0.0
C-00577,22.20551761451229
C-00578,6990.087972974996
C-00579,67.043221524143
C-00580,5337.480909786235
C-00581,1061.0375968582466
C-00582,27500.1183324225
C-00583,684.2958502704879
C-00584,0.0
C-00585,0.0
C-00586,87.54566959756413
C-00587,0.0
C-00588,20962.0980131727
C-00589,1099.9975025554222
C-00590,0.0
C-00591,52.93156192492432
C-00592,312.9917240270205
C-00593,0.0
C-00594,1201.7483878821256
C-00595,6927.791922010307
C-00596,101.68562531763476
C-00597,279.1708722259751
C-00598,16908.764962725498
C-00599,5538.692974124594
C-00600,163.76929921231255
C-00601,100.24668134194992
C-00602,1133.5211648227844
C-00603,3049.2678996080235
C-00604,0.0
C-00605,13.468790285414558
C-00606,1496.1128749159752
C-00607,18725.032119303425
C-00608,546.3970241540444
C-00609,57.53373104889297
C-00610,0.0
C-00611,0.0
C-00612,16768.924869290917
C-00613,2352.6532393063435
C-00614,4940.494302267549
C-00615,426.9531546136347
C-00616,71.52037306729486
C-00617,0.0
C-00618,64.94042178929625
C-00619,642.7152569898792
C-00620,394.54446913308755
C-00621,787.5780669492747
C-00622,866.3150627188779
C-00623,18572.04949310888
C-00624,5778.374787496004
C-00625,59.04420417198424
C-00626,421.1552491367994
C-00627,861.5732316981804
C-00628,446.2745671374588
C-00629,599.5344332598183
C-00630,83.22759252905963
C-00631,19037.647538204015
C-00632,0.0
C-00633,15439.858978770897
C-00634,0.0
C-00635,0.0
C-00636,5095.848291359215
C-00637,51.43238717992771
C-00638,4757.235903012818
C-00639,26414.224357731713
C-00640,113.4820595097952
C-00641,8145.866872530365
C-00642,20413.33321483629
C-00643,2337.6688937488834
C-00644,403.9326909900342
C-00645,24.561106115213548
C-00646,5005.039643986344
C-00647,5846.596342454258
C-00648,7538.773938805142
C-00649,1910.2808749926612
C-00650,0.0
C-00651,92.07158694351465
C-00652,18277.120178037436
C-00653,524.2557562610247
C-00654,6156.662081301712
C-00655,15237.047587323956
C-00656,0.0
C-00657,99.79253158342736
C-00658,343.3213802309078
C-00659,28158.149198433457
C-00660,14784.280471528527
C-00661,3277.1069274385136
C-00662,754.7118745060413
C-00663,0.0
C-00664,320.36030335915734
C-00665,8997.130817830643
C-00666,1108.6021674123695
C-00667,4621.086769125419
C-00668,1515.5929180077842
C-00669,56.729209021990776
C-00670,28.06733479388685
C-00671,81.5845904575482
C-00672,0.0
C-00673,350.5094585742437
C-00674,0.0
C-00675,685.7220990255244
C-00676,38.07772132755201
C-00677,0.0
C-00678,344.4091196719576
C-00679,2366.3259022694906
C-00680,522.147889442474
C-00681,0.0
C-00682,1657.6764417357585
C-00683,1136.78069279362
C-00684,0.0
C-00685,0.0
C-00686,0.0
C-00687,180.56819910020823
C-00688,342.44877242519226
C-00689,10626.956264267292
C-00690,0.0
C-00691,32660.701507549442
C-00692,1936.4495744213673
C-00693,0.0
C-00694,157.61279614617075
C-00695,0.0
C-00696,827.9750398903174
C-00697,143.21176943529616
C-00698,0.0
C-00699,20072.0082368825
C-00700,10028.845340024192
C-00701,26801.357728056457
C-00702,117.97021715296272
C-00703,17.942852580080576
C-00704,0.0
C-00705,0.0
C-00706,2379.22789386195
C-00707,0.0
C-00708,0.0
C-00709,1275.4960997491082
C-00710,24088.669389046907
C-00711,1012.2983245446036
C-00712,166.6085536063348
C-00713,0.0
C-00714,242.91646686621127
C-00715,0.0
C-00716,909.7786748522983
C-00717,2509.19840266359
C-00718,1294.3868319870642
C-00719,3143.675887621407
C-00720,0.0
C-00721,221.5009341231842
C-00722,0.0
C-00723,2433.937502409684
C-00724,6149.809523412825
C-00725,0.0
C-00726,0.0
C-00727,0.0
C-00728,14813.77830127824
C-00729,0.0
C-00730,32365.81577675273
C-00731,574.387960562756
C-00732,249.2539945604913
C-00733,2412.009437257337
C-00734,167.29955744349542
C-00735,0.0
C-00736,496.09198545637213
C-00737,16.291351376395436
C-00738,13.72728576324662
C-00739,1754.8358056037096
C-00740,18297.965634825498
C-00741,0.0
C-00742,606.0992677750603
C-00743,1417.6592711263763
C-00744,0.0
C-00745,279.8864024278073
C-00746,0.0
C-00747,1308.714343239709
C-00748,0.0
C-00749,1168.6890619870842
C-00750,4542.751843777291
C-00751,137.36161847643376
C-00752,416.5611865770948
C-00753,1064.2379814772712
C-00754,58.11730038337869
C-00755,1037.9408514452603
C-00756,1071.4133339646287
C-00757,4858.7627687408885
C-00758,7446.373160403049
C-00759,0.0
C-00760,0.0
C-00761,0.0
C-00762,2136.6282241074555
C-00763,927.3942810112599
C-00764,164.77953938221137
C-00765,0.0
C-00766,0.0
C-00767,89.21925314678627
C-00768,234.7654331044198
C-00769,1487.960560827634
C-00770,54.90309015458418
C-00771,1206.881443155706
C-00772,211.39011209002248
C-00773,0.0
C-00774,688.4575694885385
C-00775,0.0
C-00776,23.78318685557367
C-00777,3222.785537960521
C-00778,749.5498742232091
C-00779,0.0
C-00780,32793.58828404496
C-00781,0.0
C-00782,5561.789304087329
C-00783,7972.081043351634
C-00784,3494.5907588286354
C-00785,0.0
C-00786,618.874035499448
C-00787,4145.232897380514
C-00788,0.0
C-00789,0.0
C-00790,38.11254361519475
C-00791,2930.4645618093255
C-00792,1338.455702467335
C-00793,8499.601923796796
C-00794,11109.395797224915
C-00795,0.0
C-00796,1467.365484498782
C-00797,696.8179479549957
C-00798,6185.147749152275
C-00799,0.0
C-00800,22988.722691141396
C-00801,26868.46959494379
C-00802,5079.930532560276
C-00803,126.62601080646913
C-00804,0.0
C-00805,0.0
C-00806,0.0
C-00807,0.0
C-00808,148.83104017077562
C-00809,3641.6474249699786
C-00810,632.7126293233349
C-00811,9.394001275343722
C-00812,4613.435202288965
C-00813,3068.345961219321
C-00814,0.0
C-00815,1685.298944335405
C-00816,0.0
C-00817,1404.9445231749714
C-00818,28.347704599005315
C-00819,11303.56342205172
C-00820,793.7682188966313
C-00821,607.9716116300865
C-00822,1437.8179398712907
C-00823,3916.1125598532294
C-00824,2657.8357724543816
C-00825,0.0
C-00826,284.3708551062191
C-00827,0.0
C-00828,0.0
C-00829,1814.1885664160357
C-00830,6127.665461245973
C-00831,8096.53822935163
C-00832,0.0
C-00833,1447.1326674304757
C-00834,0.0
C-00835,794.0818883079747
C-00836,0.0
C-00837,3227.317315696509
C-00838,0.0
C-00839,81.90727696355266
C-00840,0.0
C-00841,893.7580078829137
C-00842,3629.3153835492712
C-00843,1071.8919844630052
C-00844,7184.398159785015
C-00845,28848.925815541395
C-00846,6280.956658487131
C-00847,8668.110522305438
C-00848,5778.613956739142
C-00849,0.0
C-00850,399.93922237215264
C-00851,0.0
C-00852,14310.584984274912
C-00853,0.0
C-00854,647.1378691692497
C-00855,437.41119638903376
C-00856,0.0
C-00857,135.93351440636158
C-00858,26346.307978854456
C-00859,1334.2754240190945
C-00860,0.0
C-00861,17065.709760134632
C-00862,1610.0554022095484
C-00863,1298.388610453613
C-00864,4900.873133944265
C-00865,0.0
C-00866,14026.32802635434
C-00867,24.827159434775847
C-00868,624.5991155972814
C-00869,42824.31826801343
C-00870,107.20526613320783
C-00871,2070.3786376277712
C-00872,473.0319341135271
C-00873,11832.766283713612
C-00874,1243.0975984722784
C-00875,1272.4228214340055
C-00876,769.0585964074636
C-00877,595.2518787593315
C-00878,22483.949049336534
C-00879,154.28599025472616
C-00880,0.0
C-00881,5821.078111884372
C-00882,0.0
C-00883,3305.1420031182797
C-00884,223.6352235069001
C-00885,541.7753268541102
C-00886,3794.041420605943
C-00887,0.0
C-00888,159.95329128584714
C-00889,0.0
C-00890,89.31417772129156
C-00891,60.85143625753661
C-00892,286.2907731621073
C-00893,1706.6382073458901
C-00894,5235.679628102688
C-00895,706.72123815571
C-00896,155.38697011385145
C-00897,802.1393242254359
C-00898,1372.5942264423165
C-00899,17457.96674345444
C-00900,31652.408280353073
C-00901,2805.673507171691
C-00902,7425.766410535519
C-00903,0.0
C-00904,66.6760345601509
C-00905,467.57277597528355
C-00906,12679.33820566421
C-00907,377.70953995647335
C-00908,0.0
C-00909,6532.697181652934
C-00910,733.2318668327438
C-00911,435.31073669413195
C-00912,962.5226481338921
C-00913,124.23572537140072
C-00914,0.0
C-00915,21081.12936745761
C-00916,12865.27161914402
C-00917,3311.706206686346
C-00918,5164.814631490948
C-00919,0.0
C-00920,4600.662985073173
C-00921,80.49374798926787
C-00922,0.0
C-00923,0.0
C-00924,1085.0052532015366
C-00925,1434.7423146949354
C-00926,22514.765888704438
C-00927,0.0
C-00928,2255.8282185004937
C-00929,24303.813959478503
C-00930,6220.170862030719
C-00931,0.0
C-00932,4854.189772976201
C-00933,10348.169023082135
C-00934,17632.453802934862
C-00935,0.0
C-00936,17241.05523743331
C-00937,4118.574617549611
C-00938,7277.386344535866
C-00939,1835.7469564393514
C-00940,591.26619201477
C-00941,43.0755757868893
C-00942,6760.955807360656
C-00943,13677.935415653914
C-00944,1238.0531576021876
C-00945,2392.1914903445295
C-00946,21.128025343127177
C-00947,278.9077535307549
C-00948,434.30350328295185
C-00949,3007.54099341061
C-00950,16205.500313980183
C-00951,0.0
C-00952,73.2969042620214
C-00953,0.0
C-00954,588.5089662592326
C-00955,646.5293612700115
C-00956,2501.472424520296
C-00957,1964.2739134227095
C-00958,14477.438935780709
C-00959,30448.771053636792
C-00960,5079.643103112151
C-00961,0.0
C-00962,225.24479224890536
C-00963,224.4078132163297
C-00964,1132.431288959831
C-00965,788.926577522298
C-00966,4342.0783107488105
C-00967,588.8474491784535
C-00968,0.0
C-00969,4596.404152893839
C-00970,139.38590150876243
C-00971,20198.543850790596
C-00972,405.21600390850676
C-00973,3375.866263636919
C-00974,1329.6259672897304
C-00975,44.14694972550486
C-00976,8926.613007121292
C-00977,18391.914603826066
C-00978,225.8132908914204
C-00979,2297.269394087629
C-00980,648.4024612751731
C-00981,1323.1491385764405
C-00982,0.0
C-00983,5241.395388741186
C-00984,2413.8745812846955
C-00985,2142.745343753044
C-00986,0.0
C-00987,9931.374149218756
C-00988,1241.4107641016976
C-00989,20619.208451747978
C-00990,15893.464315097632
C-00991,17990.64420974424
C-00992,0.0
C-00993,0.0
C-00994,3649.2488854837943
C-00995,1167.2619598848653
C-00996,23846.45195411246
C-00997,73.24674278136591
C-00998,0.0
C-00999,1312.1107880755308
C-01000,749.4705153205489
C-01001,1295.5134803343767
C-01002,588.2909357887978
C-01003,4735.730610584482
C-01004,0.0
C-01005,690.7603988347458
C-01006,821.0588591727593
C-01007,1240.259306259752
C-01008,1242.6767761195822
C-01009,95.80207762350656
C-01010,18491.17045576739
C-01011,2555.267797767924
C-01012,30.088356689376305
C-01013,9.12103985210755
C-01014,2140.760377773413
C-01015,0.0
C-01016,48.91378545251083
C-01017,757.3897114863075
C-01018,8030.395424783499
C-01019,4414.667895446716
C-01020,0.0
C-01021,719.3941770634393
C-01022,724.207876774455
C-01023,99.57427815853885
C-01024,3033.4880457179083
C-01025,5996.746201301801
C-01026,287.1170113095153
C-01027,295.1427139902065
C-01028,104.67182325465647
C-01029,958.5444359424989
C-01030,0.0
C-01031,2003.7268016683188
C-01032,287.3154632659145
C-01033,52.39103203971116
C-01034,0.0
C-01035,0.0
C-01036,3813.8805708409423
C-01037,1497.0256586502624
C-01038,497.1156617777304
C-01039,4724.49156440768
C-01040,5788.12831267458
C-01041,1364.7620952161647
C-01042,975.1584389127648
C-01043,929.1503387215304
C-01044,17772.07219385669
C-01045,90.25946100399032
C-01046,0.0
C-01047,0.0
C-01048,84.76057795174682
C-01049,3545.6481466175
C-01050,4385.239195535368
C-01051,47.28274568857264
C-01052,0.0
C-01053,214.03303095759784
C-01054,0.0
C-01055,0.0
C-01056,6173.33838248219
C-01057,2111.9969278406556
C-01058,519.6849100657957
C-01059,264.14954845746206
C-01060,115.92780350445372
C-01061,193.5536121761583
C-01062,8466.96714566016
C-01063,364.9500105089953
C-01064,1008.4159357321331
C-01065,5261.235613804049
C-01066,3312.382926409207
C-01067,148.88413593369344
C-01068,1884.3141769399342
C-01069,1777.0818145562423
C-01070,10680.333375087092
C-01071,175.0266304850067
C-01072,0.0
C-01073,0.0
C-01074,0.0
C-01075,13219.6251921288
C-01076,0.0
C-01077,27764.966556753734
C-01078,18278.158922956853
C-01079,0.0
C-01080,0.0
C-01081,3327.4270101293296
C-01082,2845.1847151829443
C-01083,1330.2752011758603
C-01084,1519.3204772012546
C-01085,11566.881904921322
C-01086,22.486136961496523
C-01087,5420.720118769806
C-01088,0.0
C-01089,0.0
C-01090,2777.168037406384
C-01091,33.19236067661398
C-01092,0.0
C-01093,9837.284752902708
C-01094,50.30698616496376
C-01095,2376.391123941642
C-01096,3995.106948410364
C-01097,1024.6872773386779
C-01098,312.2039345499372
C-01099,466.3863269780295
C-01100,0.0
C-01101,0.0
C-01102,52.84134994400663
C-01103,0.0
C-01104,0.0
C-01105,273.824681868911
C-01106,3042.6508735667558
C-01107,4669.930118066672
C-01108,697.2359191055293
C-01109,4075.997159033279
C-01110,3965.208838028949
C-01111,41.74091218246458
C-01112,393.92307895662225
C-01113,2836.743765503729
C-01114,235.80327406579016
C-01115,28.95781512225575
C-01116,25.35573299354335
C-01117,0.0
C-01118,0.0
C-01119,1432.5883904393013
C-01120,4881.6653781417135
C-01121,13424.532032010633
C-01122,0.0
C-01123,373.2249753943746
C-01124,4290.571150019754
C-01125,369.65034975749427
C-01126,1793.0097216686086
C-01127,0.0
C-01128,11893.41228747977
C-01129,86.0144407275142
C-01130,1910.6532511806995
C-01131,38.3292577232504
C-01132,811.0720973161187
C-01133,422.7863680076896
C-01134,283.9078250570569
C-01135,3112.2666885516255
C-01136,17.55410982937195
C-01137,0.0
C-01138,1146.1764147928811
C-01139,0.0
C-01140,0.0
C-01141,283.6672493523896
C-01142,8840.79370411685
C-01143,1750.968236743195
C-01144,0.0
C-01145,96.06608112457876
C-01146,44.580100929275446
C-01147,1493.6317099971338
C-01148,0.0
